i,2252
i_have,2248
have,2248
of,287
syndrome,151
disease,148
disorder,143
disorder_of,105
infection,105
have_disorder,103
to,57
have_infection,55
by,53
due_to,50
due,50
deficiency,42
infection_by,41
acute,30
have_acute,29
fever,27
chronic,25
have_disease,23
have_chronic,23
with,22
hereditary,22
have_hereditary,22
and,22
virus,20
type,19
have_congenital,18
disease_due,18
anemia,18
tuberculosis,18
congenital,18
skin,17
abscess,17
pulmonary,17
system,15
heart,15
viral,15
have_tuberculosis,15
encephalitis,15
artery,15
of_skin,14
cyst,14
tuberculosis_of,14
ulcer,13
have_viral,13
have_pulmonary,12
disease_of,12
herpes,12
respiratory,12
conjunctivitis,12
liver,12
cell,12
eye,12
neuralgia,12
cutaneous,11
primary,11
dystrophy,11
hemorrhagic,11
have_primary,11
infectious,11
pneumonia,10
infection_due,10
factor,10
valve,10
lung,10
dysplasia,10
the,10
renal,10
retinal,10
have_herpes,9
infection_of,9
meningitis,9
dermatitis,9
have_cutaneous,9
aneurysm,9
hyperplasia,9
sinusitis,9
gland,9
of_the,9
infectious_disease,9
metabolism,9
lichen,9
stenosis,9
diabetic,8
tinea,8
hypertension,8
progressive,8
alopecia,8
have_tinea,8
have_neonatal,8
bacterial,8
bone,8
failure,8
tachycardia,8
hernia,8
tuberculous,8
cerebral,8
neonatal,8
corneal,8
necrosis,8
have_renal,7
have_bacterial,7
erythema,7
disseminated,7
encephalitis_virus,7
intestinal,7
familial,7
infarction,7
lupus,7
diphtheria,7
have_diabetic,7
have_progressive,7
intestine,7
cervix,7
hepatitis,7
storage,7
glycogen,7
hemolytic,7
granuloma,7
deficiency_disease,7
nerve,7
have_tuberculous,7
tract,7
have_cerebral,7
vascular,7
candidiasis,7
fetal,7
have_retinal,7
of_eye,7
virus_disease,7
have_familial,7
esophagus,7
palsy,6
syphilis,6
urinary,6
sclerosis,6
epilepsy,6
have_generalized,6
glycogen_storage,6
generalized,6
uveitis,6
and/or,6
dermatosis,6
of_intestine,6
leishmaniasis,6
diabetes,6
ocular,6
of_liver,6
tooth,6
central,6
aortic,6
allergic,6
optic,6
block,6
kidney,6
infestation,6
loss,6
stomatitis,6
obstruction,6
vitamin,6
occlusion,6
of_lung,6
have_deficiency,6
fibrosis,6
virus_infection,6
have_ocular,6
have_intestinal,6
anomaly,6
coronary,6
simplex,6
hereditary_factor,6
arthritis,6
hemorrhagic_fever,6
genital,6
bladder,6
rhinitis,6
hepatic,6
cardiomyopathy,6
have_erythema,6
lupus_erythematosus,6
coma,6
biliary,6
neuropathy,6
glaucoma,6
corneal_dystrophy,6
have_glycogen,6
sarcoidosis,6
have_respiratory,6
erythematosus,6
sensory,5
have_abscess,5
mouth,5
staphylococcal,5
herpes_simplex,5
paroxysmal,5
caused,5
male,5
thrombosis,5
insufficiency,5
peripheral,5
have_disseminated,5
have_vitamin,5
of_esophagus,5
brain,5
alcoholic,5
infestation_by,5
planus,5
disorders_of,5
myiasis,5
eruption,5
lichen_planus,5
hyperostosis,5
disorders,5
have_hepatic,5
heart_disease,5
have_hypertrophic,5
secondary,5
have_infestation,5
malignant,5
giant,5
have_candidiasis,5
nodular,5
anomaly_of,5
arterial,5
alveolar,5
inflammatory,5
otitis,5
have_aortic,5
have_encephalitis,5
have_cyst,5
-,5
leprosy,5
hemolytic_anemia,5
deficiency_of,5
colon,5
hypertrophic,5
have_staphylococcal,5
syndrome,,5
have_paroxysmal,5
caused_by,5
cyst_of,5
thalassemia,4
periodontitis,4
eczema,4
diabetes_mellitus,4
effusion,4
juvenile,4
gallbladder,4
have_fetal,4
pneumoconiosis,4
parasitic,4
diffuse,4
sickness,4
nervous_system,4
thyroiditis,4
pulp,4
